,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Preferred Name Eng,Eng Name,Gender,Category,Organization,Award Date,Award
156,李,啟榮,李啟榮,,LEE,Kai-wing, Raymond,"LEE Kai-wing, Raymond",,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
157,李,國彬,李國彬,,LEE,Kwok-bun,,LEE Kwok-bun,,Awards & Recognitions,Justices of the Peace,2013-11-01,Justices of the Peace
158,李,國雄,李國雄,,LEE,Kwok-hung,,LEE Kwok-hung,,Awards & Recognitions,Justices of the Peace,2016-06-27,Justices of the Peace
159,利,敏貞,利敏貞女士,女士,LEE,Man-ching, Eliza,"LEE Man-ching, Eliza",F,Awards & Recognitions,Justices of the Peace,2004-07-01,Justices of the Peace
160,李,美美,李美美女士,女士,LEE,Mei-mei,,LEE Mei-mei,F,Awards & Recognitions,Justices of the Peace,2009-07-01,Justices of the Peace
161,李,佩詩,李佩詩女士,女士,LEE,Pui-sze, Charmaine,"LEE Pui-sze, Charmaine",F,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
162,李,兆妍,李兆妍醫生,醫生,LEE,Siu-yin,,LEE Siu-yin,,Awards & Recognitions,Justices of the Peace,2014-07-01,Justices of the Peace
163,李,萃珍,李萃珍女士,女士,LEE,Sui-chun, Macella,"LEE Sui-chun, Macella",F,Awards & Recognitions,Justices of the Peace,2015-07-01,Justices of the Peace
164,李,大安,李大安工程師,工程師,LEE,Tai-on,,LEE Tai-on,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
165,李,達志,李達志,,LEE,Tat-chi, Howard,"LEE Tat-chi, Howard",,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
166,李,偉彬,李偉彬工程師,工程師,LEE,Wai-bun,,LEE Wai-bun,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
167,梁,卓文,梁卓文,,LEUNG,Cheuk-man,,LEUNG Cheuk-man,,Awards & Recognitions,Justices of the Peace,2004-07-01,Justices of the Peace
168,梁,卓然,梁卓然,,LEUNG,Cheuk-yin,,LEUNG Cheuk-yin,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
169,梁,志仁,梁志仁,,LEUNG,Chi-yan,,LEUNG Chi-yan,,Awards & Recognitions,Justices of the Peace,2007-07-01,Justices of the Peace
170,梁,振榮,梁振榮,,LEUNG,Chun-wing,,LEUNG Chun-wing,,Awards & Recognitions,Justices of the Peace,2008-07-01,Justices of the Peace
171,梁,中立,梁中立,,LEUNG,Chung-lap,,LEUNG Chung-lap,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
172,梁,松泰,梁松泰,,LEUNG,Chung-tai, Gordon,"LEUNG Chung-tai, Gordon",,Awards & Recognitions,Justices of the Peace,2007-07-01,Justices of the Peace
173,梁,家榮,梁家榮,,LEUNG,Ka-wing,,LEUNG Ka-wing,,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
174,梁,建華,梁建華,,LEUNG,Kin-wah,,LEUNG Kin-wah,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
175,梁,肇輝,梁肇輝博士,博士,LEUNG,Siu-fai,,LEUNG Siu-fai,,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
176,梁,永勝,梁永勝,,LEUNG,Wing-sing,,LEUNG Wing-sing,,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
177,梁,永恩,梁永恩,,LEUNG,Wing-yan,,LEUNG Wing-yan,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
178,梁,燕芬,梁燕芬女士,女士,LEUNG,Yin-fun, Fanny,"LEUNG Yin-fun, Fanny",F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
179,梁,悅賢,梁悅賢女士,女士,LEUNG,Yuet-yin, Esther,"LEUNG Yuet-yin, Esther",F,Awards & Recognitions,Justices of the Peace,2007-07-01,Justices of the Peace
180,李,志聰,李志聰,,LI,Chi-chung, Simon,"LI Chi-chung, Simon",,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
181,李,令翔,李令翔,,LI,Ling-cheung, Raymond,"LI Ling-cheung, Raymond",,Awards & Recognitions,Justices of the Peace,1997-06-13,Justices of the Peace
182,李,美嫦,李美嫦女士,女士,LI,Mei-sheung, Michelle,"LI Mei-sheung, Michelle",F,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
183,李,百全,李百全,,LI,Pak-chuen,,LI Pak-chuen,,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
184,李,炳威,李炳威,,LI,Ping-wai, Anthony,"LI Ping-wai, Anthony",,Awards & Recognitions,Justices of the Peace,2013-01-14,Justices of the Peace
185,李,寶儀,李寶儀女士,女士,LI,Po-yi,,LI Po-yi,F,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
186,李,天柱,李天柱,,LI,Tin-chui,,LI Tin-chui,,Awards & Recognitions,Justices of the Peace,2014-07-01,Justices of the Peace
187,李,慧婷,李慧婷女士,女士,LI,Wai-ting,,LI Wai-ting,F,Awards & Recognitions,Justices of the Peace,2018-11-23,Justices of the Peace
188,李,婉華,李婉華女士,女士,LI,Yuen-wah, Cecilla,"LI Yuen-wah, Cecilla",F,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
189,凌,潔貞,凌潔貞女士,女士,LING,Kit-ching, Cherry,"LING Kit-ching, Cherry",F,Awards & Recognitions,Justices of the Peace,2000-07-01,Justices of the Peace
190,𡩋,漢豪,𡩋漢豪女士,女士,LINN,Hon-ho, Bernadette,"LINN Hon-ho, Bernadette",F,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
191,廖,志勇,廖志勇,,LIU,Chi-yung,,LIU Chi-yung,,Awards & Recognitions,Justices of the Peace,2015-07-01,Justices of the Peace
192,廖,振新,廖振新,,LIU,Chun-san,,LIU Chun-san,,Awards & Recognitions,Justices of the Peace,2015-07-01,Justices of the Peace
193,廖,廣翔,廖廣翔,,LIU,Kong-cheung,,LIU Kong-cheung,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
194,劉,明光,劉明光,,LIU,Ming-kwong,,LIU Ming-kwong,,Awards & Recognitions,Justices of the Peace,2008-07-01,Justices of the Peace
195,羅,志康,羅志康,,LO,Chi-hong,,LO Chi-hong,,Awards & Recognitions,Justices of the Peace,2010-07-01,Justices of the Peace
196,盧,國華,盧國華,,LO,Kwok-wah,,LO Kwok-wah,,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
197,盧,世雄,盧世雄,,LO,Sai-hung, Brian,"LO Sai-hung, Brian",,Awards & Recognitions,Justices of the Peace,2010-07-01,Justices of the Peace
198,羅,懿之,羅懿之醫生,醫生,LO,Yee-chi, Janice,"LO Yee-chi, Janice",,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
199,羅,淦華,羅淦華,,LOO,Kam-wah, Maurice,"LOO Kam-wah, Maurice",,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
200,陸,偉雄,陸偉雄工程師,工程師,LUK,Wai-hung,,LUK Wai-hung,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
201,龍,小玉,龍小玉女士,女士,LUNG,Siu-yuk,,LUNG Siu-yuk,F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
202,麥,家俊,麥家俊,,MAK,Ka-chun,,MAK Ka-chun,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
203,麥,嘉為,麥嘉為,,MAK,Ka-wai,,MAK Ka-wai,,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
204,麥,成章,麥成章,,MAK,Shing-cheung,,MAK Shing-cheung,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
205,麥,德偉,麥德偉,,MAK,Tak-wai,,MAK Tak-wai,,Awards & Recognitions,Justices of the Peace,2009-07-01,Justices of the Peace
206,WALTERS,"Mc, Ian Charles","McWALTERS, Ian Charles ",,WALTERS,Mc, Ian Charles,"McWALTERS, Ian Charles",,Awards & Recognitions,Justices of the Peace,2010-07-01,Justices of the Peace
207,毛,旭華,毛旭華女士,女士,MO,Yuk-wah,,MO Yuk-wah,F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
208,莫,鵬程,莫鵬程工程師,工程師,MOK,Pang-ching,,MOK Pang-ching,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
209,莫,永昌,莫永昌工程師,工程師,MOK,Wing-cheong,,MOK Wing-cheong,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
210,慕,容漢,慕容漢,,MO,YUNG Hon, Tony,"MO-YUNG Hon, Tony",,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
211,吳,靜靜,吳靜靜女士,女士,NG,Ching-ching, Winnie,"NG Ching-ching, Winnie",F,Awards & Recognitions,Justices of the Peace,2014-07-01,Justices of the Peace
212,伍,江美妮,伍江美妮女士,女士,NG,KIA Mei-nei, Millie,"NG KIANG Mei-nei, Millie",F,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
213,吳,麗敏,吳麗敏女士,女士,NG,Lai-man, Erica,"NG Lai-man, Erica",F,Awards & Recognitions,Justices of the Peace,2014-10-24,Justices of the Peace
214,吳,文傑,吳文傑,,NG,Man-kit,,NG Man-kit,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
215,吳,凱詩,吳凱詩女士,女士,NG,, Maria Kaiser,"NG, Maria Kaiser",F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
216,吳,淑儀,吳淑儀女士,女士,NG,Suk-yee, Amy,"NG Suk-yee, Amy",F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
217,吳,慧蘭,吳慧蘭女士,女士,NG,Wai-lan, Reddy,"NG Wai-lan, Reddy",F,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
218,聶,世蘭,聶世蘭女士,女士,NIP,Sai-lan, Olivia,"NIP Sai-lan, Olivia",F,Awards & Recognitions,Justices of the Peace,2005-07-01,Justices of the Peace
219,聶,德權,聶德權,,NIP,Tak-kuen, Patrick,"NIP Tak-kuen, Patrick",,Awards & Recognitions,Justices of the Peace,2003-07-01,Justices of the Peace
220,彭,雅妮,彭雅妮女士,女士,PANG,, Alice,"PANG, Alice",F,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
221,彭,耀雄,彭耀雄,,PANG,Yiu-hung,,PANG Yiu-hung,,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
222,潘,偉榮,潘偉榮,,POON,Wai-wing,,POON Wai-wing,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
223,鮑,克運,鮑克運,,POU,Hak-wan,,POU Hak-wan,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
224,潘,婷婷,潘婷婷女士,女士,PUN,Ting-ting, Rebecca,"PUN Ting-ting, Rebecca",F,Awards & Recognitions,Justices of the Peace,2007-07-01,Justices of the Peace
225,潘,偉強,潘偉強,,PUN,Wai-keung,,PUN Wai-keung,,Awards & Recognitions,Justices of the Peace,2012-06-30,Justices of the Peace
226,單,慧媚,單慧媚博士,博士,SIN,Wai-mei,,SIN Wai-mei,,Awards & Recognitions,Justices of the Peace,2014-07-01,Justices of the Peace
227,薛,永恒,薛永恒,,SIT,Wing-hang,,SIT Wing-hang,,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
228,蕭,家賢,蕭家賢,,SIU,Ka-yin, Kevin,"SIU Ka-yin, Kevin",,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
229,蘇,翠影,蘇翠影女士,女士,SO,Chui-ying, Winnie,"SO Chui-ying, Winnie",F,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
230,蘇,炳民,蘇炳民博士,博士,SO,Ping-man,,SO Ping-man,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
231,蘇,貝茜,蘇貝茜女士,女士,SO,Pui-sai, Patricia,"SO Pui-sai, Patricia",F,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
232,蘇,惠思,蘇惠思女士,女士,SO,Wai-sze,,SO Wai-sze,F,Awards & Recognitions,Justices of the Peace,2019-08-30,Justices of the Peace
233,蘇,婉玲,蘇婉玲女士,女士,SO,Yuen-ling,,SO Yuen-ling,F,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
234,司,徒敬,司徒敬法官,法官,STOCK,Frank,,Frank STOCK,,Awards & Recognitions,Justices of the Peace,1989-05-04,Justices of the Peace
235,沈,鳳君,沈鳳君女士,女士,SUM,Fong-kwang, Vivian,"SUM Fong-kwang, Vivian",F,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
236,孫,玉菡,孫玉菡,,SUN,Yuk-han,,SUN Yuk-han,,Awards & Recognitions,Justices of the Peace,2012-06-30,Justices of the Peace
237,戴,家珮,戴家珮女士,女士,TAI,Ka-pui, Elizabeth,"TAI Ka-pui, Elizabeth",F,Awards & Recognitions,Justices of the Peace,2015-07-01,Justices of the Peace
238,戴,淑嬈,戴淑嬈女士,女士,TAI,Shuk-yiu,,TAI Shuk-yiu,F,Awards & Recognitions,Justices of the Peace,2009-07-01,Justices of the Peace
239,譚,大鵬,譚大鵬,,TAM,Tai-pang,,TAM Tai-pang,,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
240,譚,惠儀,譚惠儀女士,女士,TAM,Wai-yee, Joyce,"TAM Wai-yee, Joyce",F,Awards & Recognitions,Justices of the Peace,2012-08-03,Justices of the Peace
241,鄧,婉雯,鄧婉雯女士,女士,TANG,, Helen,"TANG, Helen",F,Awards & Recognitions,Justices of the Peace,2011-07-01,Justices of the Peace
242,鄧,偉江,鄧偉江,,TANG,Wai-kong, Edward Leslie,"TANG Wai-kong, Edward Leslie",,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
243,鄧,忍光,鄧忍光,,TANG,Yun-kwong,,TANG Yun-kwong,,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
244,丁,葉燕薇,丁葉燕薇女士,女士,TING,YIP Yin-mei, Jessie,"TING YIP Yin-mei, Jessie",F,Awards & Recognitions,Justices of the Peace,2001-07-01,Justices of the Peace
245,杜,潔麗,杜潔麗女士,女士,TO,Kit-lai,,TO Kit-lai,F,Awards & Recognitions,Justices of the Peace,2017-12-01,Justices of the Peace
246,杜,永恒,杜永恒,,TO,Wing-hang, Edward,"TO Wing-hang, Edward",,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
247,唐,智強,唐智強,,TONG,Chi-keung,,TONG Chi-keung,,Awards & Recognitions,Justices of the Peace,2004-07-01,Justices of the Peace
248,曾,國衞,曾國衞,,TSANG,Kwok-wai, Erick,"TSANG Kwok-wai, Erick",,Awards & Recognitions,Justices of the Peace,2020-05-08,Justices of the Peace
249,謝,昌和,謝昌和,,TSE,Cheong-wo, Edward,"TSE Cheong-wo, Edward",,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
250,謝,展寰,謝展寰,,TSE,Chin-wan,,TSE Chin-wan,,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
251,謝,錦良,謝錦良,,TSE,Kam-leung,,TSE Kam-leung,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
252,謝,凌駿,謝凌駿,,TSE,Ling-chun,,TSE Ling-chun,,Awards & Recognitions,Justices of the Peace,2017-07-21,Justices of the Peace
253,謝,曼怡,謝曼怡女士,女士,TSE,Man-yee, Elizabeth,"TSE Man-yee, Elizabeth",F,Awards & Recognitions,Justices of the Peace,2001-07-01,Justices of the Peace
254,謝,小華,謝小華女士,女士,TSE,Siu-wa, Janice,"TSE Siu-wa, Janice",F,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
255,謝,玉葉,謝玉葉女士,女士,TSE,Yuk-yip,,TSE Yuk-yip,F,Awards & Recognitions,Justices of the Peace,2012-06-30,Justices of the Peace
256,蔡,詩朗,蔡詩朗女士,女士,TSOI,Sze-long, Selene,"TSOI Sze-long, Selene",F,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
257,徐,英偉,徐英偉,,TSUI,Ying-wai, Caspar,"TSUI Ying-wai, Caspar",,Awards & Recognitions,Justices of the Peace,2017-08-25,Justices of the Peace
258,王,愛娟,王愛娟女士,女士,WANG,Oi-kuen,,WANG Oi-kuen,F,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
259,黃,智祖,黃智祖,,WONG,Chi-cho,,WONG Chi-cho,,Awards & Recognitions,Justices of the Peace,2007-07-01,Justices of the Peace
260,黃,志光,黃志光,,WONG,Chi-kwong,,WONG Chi-kwong,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
261,黃,志斌,黃志斌工程師,工程師,WONG,Chi-pan,,WONG Chi-pan,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
262,汪,志成,汪志成工程師,工程師,WONG,Chi-sing,,WONG Chi-sing,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
263,黃,傳輝,黃傳輝,,WONG,Chuen-fai,,WONG Chuen-fai,,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
264,黃,仲良,黃仲良,,WONG,Chung-leung,,WONG Chung-leung,,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
265,黃,宗殷,黃宗殷,,WONG,Chung-yan, Johann,"WONG Chung-yan, Johann",,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
266,黃,福來,黃福來,,WONG,Fuk-loi, David,"WONG Fuk-loi, David",,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
267,黃,灝玄,黃灝玄,,WONG,Ho-yuen, Andrew,"WONG Ho-yuen, Andrew",,Awards & Recognitions,Justices of the Peace,1997-06-13,Justices of the Peace
268,黃,海韻,黃海韻女士,女士,WONG,Hoi-wan, Charmaine Amy,"WONG Hoi-wan, Charmaine Amy",F,Awards & Recognitions,Justices of the Peace,2019-08-30,Justices of the Peace
269,王,學玲,王學玲女士,女士,WONG,Hok-ling,,WONG Hok-ling,F,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
270,黃,加慶,黃加慶醫生,醫生,WONG,Ka-hing,,WONG Ka-hing,,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
271,黃,錦星,黃錦星,,WONG,Kam-sing,,WONG Kam-sing,,Awards & Recognitions,Justices of the Peace,2012-07-13,Justices of the Peace
272,黃,權輝,黃權輝,,WONG,Kuen-fai,,WONG Kuen-fai,,Awards & Recognitions,Justices of the Peace,2010-07-01,Justices of the Peace
273,黃,珮玟,黃珮玟女士,女士,WONG,Pui-man, Amy,"WONG Pui-man, Amy",F,Awards & Recognitions,Justices of the Peace,2019-08-30,Justices of the Peace
274,王,秀慧,王秀慧女士,女士,WONG,Sau-wai, Vega,"WONG Sau-wai, Vega",F,Awards & Recognitions,Justices of the Peace,2019-08-30,Justices of the Peace
275,王,錫章,王錫章,,WONG,Sek-cheung,,WONG Sek-cheung,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
276,黃,成禧,黃成禧,,WONG,Shing-hei,,WONG Shing-hei,,Awards & Recognitions,Justices of the Peace,2015-07-01,Justices of the Peace
277,黃,淑嫻,黃淑嫻女士,女士,WONG,Shuk-han, Avia,"WONG Shuk-han, Avia",F,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
278,黃,少珠,黃少珠女士,女士,WONG,Siu-chu, Maggie,"WONG Siu-chu, Maggie",F,Awards & Recognitions,Justices of the Peace,2013-07-01,Justices of the Peace
279,黃,德才,黃德才,,WONG,Tak-choi,,WONG Tak-choi,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
280,王,天予,王天予女士,女士,WONG,Tin-yu, Agnes,"WONG Tin-yu, Agnes",F,Awards & Recognitions,Justices of the Peace,2009-07-01,Justices of the Peace
281,黃,惠沖,黃惠沖,,WONG,Wai-chung, Wesley,"WONG Wai-chung, Wesley",,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
282,黃,偉綸,黃偉綸,,WONG,Wai-lun,,WONG Wai-lun,,Awards & Recognitions,Justices of the Peace,2004-07-01,Justices of the Peace
283,黃,穎琦,黃穎琦女士,女士,WONG,Wing-ki, Vicki,"WONG Wing-ki, Vicki",F,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
284,胡,志光,胡志光工程師,工程師,WU,Chi-kwong,,WU Chi-kwong,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
285,胡,偉雄,胡偉雄,,WU,Wai-hung,,WU Wai-hung,,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
286,任,向華,任向華,,YAM,Howard,,Howard YAM,,Awards & Recognitions,Justices of the Peace,2016-11-21,Justices of the Peace
287,甄,美薇,甄美薇女士,女士,YAN,Mei-mei,,YAN Mei-mei,F,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
288,丘,卓恒,丘卓恒,,YAU,Cheuk-hang,,YAU Cheuk-hang,,Awards & Recognitions,Justices of the Peace,2017-06-30,Justices of the Peace
289,尤,建中,尤建中,,YAU,Kin-chung,,YAU Kin-chung,,Awards & Recognitions,Justices of the Peace,2019-12-20,Justices of the Peace
290,邱,騰華,邱騰華,,YAU,Tang-wah, Edward,"YAU Tang-wah, Edward",,Awards & Recognitions,Justices of the Peace,2000-07-01,Justices of the Peace
291,邱,慧清,邱慧清女士,女士,YAU,Wai-ching, Michelle,"YAU Wai-ching, Michelle",F,Awards & Recognitions,Justices of the Peace,2015-07-01,Justices of the Peace
292,楊,光艷,楊光艷女士,女士,YEUNG,Kwong-yim, Connie,"YEUNG Kwong-yim, Connie",F,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
293,楊,麗芳,楊麗芳女士,女士,YEUNG,Lai-fong, Alice,"YEUNG Lai-fong, Alice",F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
294,楊,淑貞,楊淑貞女士,女士,YEUNG,Shuk-ching,,YEUNG Shuk-ching,F,Awards & Recognitions,Justices of the Peace,2010-07-01,Justices of the Peace
295,楊,德強,楊德強,,YEUNG,Tak-keung,,YEUNG Tak-keung,,Awards & Recognitions,Justices of the Peace,2014-07-01,Justices of the Peace
296,楊,潤雄,楊潤雄,,YEUNG,Yun-hung,,YEUNG Yun-hung,,Awards & Recognitions,Justices of the Peace,2012-11-30,Justices of the Peace
297,應,芬芳,應芬芳女士,女士,YING,Fun-fong,,YING Fun-fong,F,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
298,應,耀康,應耀康,,YING,Yiu-hong, Stanley,"YING Yiu-hong, Stanley",,Awards & Recognitions,Justices of the Peace,1998-07-01,Justices of the Peace
299,葉,錦菁,葉錦菁女士,女士,YIP,Kam-ching, Jenny,"YIP Kam-ching, Jenny",F,Awards & Recognitions,Justices of the Peace,2012-05-14,Justices of the Peace
300,葉,文娟,葉文娟女士,女士,YIP,Man-kuen,,YIP Man-kuen,F,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
301,楊,碧筠,楊碧筠女士,女士,YOUNG,Bick-kwan, Irene,"YOUNG Bick-kwan, Irene",F,Awards & Recognitions,Justices of the Peace,2010-07-01,Justices of the Peace
302,余,家慧,余家慧女士,女士,YU,Ka-wai, Sylvia,"YU Ka-wai, Sylvia",F,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
303,余,健強,余健強,,YU,Kin-keung,,YU Kin-keung,,Awards & Recognitions,Justices of the Peace,2020-04-03,Justices of the Peace
304,余,寶美,余寶美女士,女士,YU,Po-mei, Clarice,"YU Po-mei, Clarice",F,Awards & Recognitions,Justices of the Peace,2019-07-01,Justices of the Peace
305,余,德祥,余德祥,,YU,Tak-cheung,,YU Tak-cheung,,Awards & Recognitions,Justices of the Peace,2016-07-01,Justices of the Peace
306,余,偉文,余偉文,,YUE,Wai-man, Eddie,"YUE Wai-man, Eddie",,Awards & Recognitions,Justices of the Peace,2002-07-01,Justices of the Peace
307,袁,嘉諾,袁嘉諾,,YUEN,Ka-lok, Enoch,"YUEN Ka-lok, Enoch",,Awards & Recognitions,Justices of the Peace,2017-12-15,Justices of the Peace
308,阮,國恒,阮國恒,,YUEN,Kwok-hang,,YUEN Kwok-hang,,Awards & Recognitions,Justices of the Peace,2005-07-01,Justices of the Peace
309,袁,民忠,袁民忠,,YUEN,Man-chung,,YUEN Man-chung,,Awards & Recognitions,Justices of the Peace,2006-07-01,Justices of the Peace
310,袁,小惠,袁小惠女士,女士,YUEN,Siu-wai,,YUEN Siu-wai,F,Awards & Recognitions,Justices of the Peace,2008-07-01,Justices of the Peace
311,阮,慧賢,阮慧賢女士,女士,YUEN,Wai-yin, Amy,"YUEN Wai-yin, Amy",F,Awards & Recognitions,Justices of the Peace,2018-07-01,Justices of the Peace
312,翁,佩雯,翁佩雯女士,女士,YUNG,Pui-man,,YUNG Pui-man,F,Awards & Recognitions,Justices of the Peace,2009-07-01,Justices of the Peace
313,容,偉雄,容偉雄,,YUNG,Wai-hung, Philip,"YUNG Wai-hung, Philip",,Awards & Recognitions,Justices of the Peace,2003-07-01,Justices of the Peace
314,薛,偉成,薛偉成法官,法官,ZERVOS,, Kevin Paul,"ZERVOS, Kevin Paul",,Awards & Recognitions,Justices of the Peace,2012-06-30,Justices of the Peace
